Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
7969;https://www.chd.lu/fr/dossier/7969;PL;".portant modification de la loi modifiée du 22 janvier 2021 portant : 1° modification des articles L. 234-51 L. 234-52 et L. 234-53 du Code du travail ; 2° dérogation temporaire aux dispositions des articles L. 234-51 L. 234-52 et L. 234-53 du Code du travail (.portant sur le congé pour raisons familiales élargi)";PUB_JO;;X;17.02.22;;;22.02.22;;21.02.22;;;24.02.22;21.02.22;24.02.22;24.02.22;24.02.22;;28.02.22;;;;;;28.02.22;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);0;;1;TESS;1;D.Kersch;;1;1;;;2;;C. Travail Emploi & Sécurité sociale
7970;https://www.chd.lu/fr/dossier/7970;PL;.autorisant l'Etat à participer au financement du développement de logements du projet « An der Schmëtt »;PUB_JO;;X;24.02.22;;03.03.22;10.05.22;;;;19.05.22;19.05.22;19.05.22;19.05.22;09.06.22;09.06.22;;14.06.22;;;;;;11.07.22;1;H.Kox (Min. Logement);1;LOG;1;=;0;;;1;1;;;1;C. Logement;C. Logement
7971;https://www.chd.lu/fr/dossier/7971;PL;.portant modification de la loi modifiée du 17 juillet 2020 sur les mesures de lutte contre la pandémie Covid-19;PUB_JO;;X;08.03.22;;10.03.22;10.03.22;;09.03.22;;11.03.22;11.03.22;09.03.22;11.03.22;11.03.22;11.03.22;;11.03.22;10.03.22;;;;;11.03.22;1;P.Lenert (Min. Santé);1;SASP;1;=;1;M.Di Bartolomeo;;2;1;1;;2;C. Santé & Sports;C. Santé & Sports
7972;https://www.chd.lu/fr/dossier/7972;PL;".portant modification: ¯1° du Code de procédure pénale ;¯2° de la loi modifiée du 8 août 2000 sur l'entraide judiciaire internationale en matière pénale ; ¯3° de la loi modifiée du 12 novembre 2004 relative à la lutte contre le blanchiment et contre le financement du terrorisme ;¯4° de la loi modifiée du 10 juillet 2020 instituant un Registre des fiducies et des trusts";PUB_JO;;X;08.03.22;;10.03.22;31.05.22;30.06.22;23.03.22;;06.07.22;06.07.22;23.03.22;06.07.22;13.07.22;13.07.22;;15.07.22;;;01.07.22;;;08.08.22;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;1;2;;1;2;C. Justice;C. Justice
7973;https://www.chd.lu/fr/dossier/7973;PL;.autorisant le Gouvernement à participer au financement des travaux nécessaires à l'extension de la station d'épuration de Luxembourg-Beggen;PUB_JO;;X;08.03.22;;10.03.22;10.05.22;;02.06.22;;10.06.22;10.06.22;01.06.22;10.06.22;16.06.22;16.06.22;;28.06.22;;;;;;20.07.22;1;C.Dieschbourg (Min. Environnement Climat & Développement durable);1;ECEAT;1;=;1;F.Benoy;;2;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7974;https://www.chd.lu/fr/dossier/7974;PL;.portant modification de la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu;COMM;;X;09.03.22;;10.11.22;10.05.22;;14.03.22;;;;14.03.22;14.03.22;;;;;;;;;;;1;Y.Backes (Min. Finances);2;FI|FIN;1;FI;1;A.Bauler;;1;1;;;1;C. Finances & Budget|C. Finances;C. Finances & Budget
7975;https://www.chd.lu/fr/dossier/7975;PL;.relative aux exigences en matière d'accessibilité applicables aux produits et services;PUB_JO;;X;10.03.22;;24.03.22;25.10.22;16.12.22;17.11.22;;;03.02.23;17.11.22;03.02.23;09.02.23;09.02.23;;28.02.23;30.06.22;;08.12.22;;;15.03.23;1;C.Cahen (Min. Famille & Intégration);1;FAIN;1;=;1;M.Hahn;;1;2;1;1;2;C. Famille & Intégration;C. Famille & Intégration
7976;https://www.chd.lu/fr/dossier/7976;PL;".portant modification de :¯1° la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une contribution temporaire de l'État aux coûts non couverts de certaines entreprises ;¯2° la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une nouvelle aide de relance";PUB_JO;;X;10.03.22;;24.03.22;22.03.22;01.04.22;24.03.22;;20.04.22;20.04.22;24.03.22;20.04.22;30.03.22;28.04.22;;10.05.22;;;24.03.22;;;10.05.22;1;L.Delles (Min. Classes moyennes);1;CMT;1;=;1;S.Beissel;;3;2;;1;2;C. Classes moyennes & Tourisme;C. Classes moyennes & Tourisme
7977;https://www.chd.lu/fr/dossier/7977;PL;".relative à l'obligation scolaire et portant modification : 1° de la loi modifiée du 6 février 2009 portant organisation de l'enseignement fondamental ;¯2° de la loi modifiée du 18 mars 2013 relative aux traitements de données à caractère personnel concernant les élèves";PUB_JO;;X;10.03.22;;24.03.22;23.12.22;04.07.23;25.04.22;;;11.07.23;28.03.22;11.07.23;13.07.23;13.07.23;;14.07.23;12.06.23;;;;;27.07.23;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);1;ENEJER;1;=;1;G.Baum;;7;2;1;;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7978;https://www.chd.lu/fr/dossier/7978;PL;.portant création d'un lycée à Luxembourg et modification de la loi du 17 décembre 2021 concernant le budget des recettes et des dépenses de l'État pour l'exercice 2022;PUB_JO;;X;10.03.22;;24.03.22;31.05.22;;28.03.22;;08.06.22;08.06.22;28.03.22;08.06.22;14.06.22;14.06.22;;28.06.22;;;;;;11.07.22;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);1;ENEJER;1;=;1;C.Lamberty;;1;1;;;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7979;https://www.chd.lu/fr/dossier/7979;PL;.portant approbation du Traité entre le Grand-Duché de Luxembourg et le Royaume de Belgique concernant l'exploitation commune des aéronefs de transport A400M au sein d'une unité binationale fait à Luxembourg le 31 août 2021;PUB_JO;;X;15.03.22;;24.03.22;27.09.22;;14.10.22;;12.01.22;12.01.23;14.10.22;12.01.23;17.01.23;17.01.23;;24.01.23;;;;;;07.03.23;1;J.Asselborn (Min. Affaires étrangères & européennes);1;SID;1;=;1;S.Empain;;;1;;;2;C. Sécurité intérieure & Défense;C. Sécurité intérieure & Défense
7980;https://www.chd.lu/fr/dossier/7980;PL;.portant prise en charge par l'Etat des frais engendrés par l'utilisation des réseaux de distribution de gaz naturel;PUB_JO;;X;21.03.22;;24.03.22;01.04.22;;20.04.22;;22.04.22;22.04.22;20.04.22;22.04.22;26.04.22;27.04.22;;10.05.22;;;;;;19.05.22;1;C.Turmes (Min. Energie);1;ECEAT;1;=;1;J.Thill;;1;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7981;https://www.chd.lu/fr/dossier/7981;PL;.relative à l'enlèvement des épaves et modifiant la loi modifiée du 9 novembre 1990 portant approbation de certaines conventions internationales en matière maritime;PUB_JO;;X;22.03.22;;24.03.22;28.06.22;13.12.22;07.07.22;;02.02.23;02.02.23;07.07.22;02.02.23;07.02.23;07.02.23;;28.02.23;;;13.07.22;11.10.22;;16.03.23;1;F.Fayot (Min. Économie);1;ECOPC;1;=;1;L.Mutsch;;3;3;;2;2;C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
7997;https://www.chd.lu/fr/dossier/7997;RAC;.de la Commission de contrôle parlementaire du Service de renseignement de l'État conformément à l'article 24 paragraphe 7 de la loi modifiée du 5 juillet 2016 portant réorganisation du Service de renseignement de l'État - 2021;.;;;22.03.22;;;;;;;;;;;;;;;;;;;;;1;CSRE;0;;;;0;;;;;;;;;
7982;https://www.chd.lu/fr/dossier/7982;PL;.portant modification des articles 1er et 32 du Code de la sécurité sociale (.portant sur l\\u2019affiliation obligatoire des réfugiés ukrainiens à l\\u2019assurance-maladie);PUB_JO;;X;23.03.22;;21.04.22;01.04.22;;26.04.22;;;28.04.22;26.04.22;28.04.22;28.04.22;28.04.22;;10.05.22;;;;;;10.05.22;1;C.Haagen (Min. Sécurité sociale);1;TESS;1;=;1;M.Di Bartolomeo;;2;1;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7983;https://www.chd.lu/fr/dossier/7983;PL;".portant modification :¯1° de la loi du 29 octobre 2020 portant 1° dérogation à l'article 27 de la loi modifiée du 6 février 2009 concernant le personnel de l'enseignement fondamental ; 2° modification de la loi modifiée du 29 juin 2005 fixant le cadre du personnel des établissement d'enseignement secondaire ; 3° modification de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées ;¯2° de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées ;¯3° de la loi du 17 décembre 2021 concernant le budget des recettes et desdépenses de l'État pour l'exercice 2022";PUB_JO;;X;25.03.22;;;29.03.22;;28.03.22;;;31.03.22;28.03.22;31.03.22;31.03.22;31.03.22;;01.04.22;;;;;;01.04.22;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);0;;1;ENEJER;1;G.Baum;;;1;;;2;;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7984;https://www.chd.lu/fr/dossier/7984;PL;.portant modification de la loi modifiée du 25 juin 2004 portant réorganisation des instituts culturels de l'État;RETIRE;;X;29.03.22;;;;;05.05.22;;;;05.05.22;05.05.22;;;;;;;;;;;1;S.Tanson (Min. Culture);0;;1;CULT;1;D.Bernard;;;;;;1;;C. Culture
7985;https://www.chd.lu/fr/dossier/7985;PL;".modifiant :¯1° la loi modifiée du 14 février 1955 concernant la réglementation de la circulation sur toutes les voies publiques;¯2° la loi modifiée du 5 juin 2009 relative à la qualification initiale et à la formation continue des conducteurs de certains véhicules routiers affectés aux transports de marchandises ou de voyageurs;¯3° la loi modifiée du 25 juillet 2015 portant création du système de contrôle et de sanction automatisés;¯4° la loi modifiée du 16 avril 2003 relative à l'assurance obligatoire de la responsabilité civile en matière de véhicules automoteurs;¯5° la loi modifiée du 19 décembre 2014 facilitant l'échange transfrontalier d'informations concernant les infractions en matière de sécurité routière;¯6° la loi modifiée du 6 mars 1965 concernant les taxes à percevoir sur les demandes en obtention des documents prescrits pour la mise en circulation et la conduite de véhicules ;¯7° la loi du 11 février 2022 portant création d'une carte de stationnement pour personnes handicapées";PUB_JO;;X;30.03.22;;21.04.22;23.12.22;14.07.23;17.03.23;;;18.07.23;16.03.23;17.07.23;21.07.23;21.07.23;;31.07.23;;;18.04.23;12.07.23;;20.10.23;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Gary;;3;3;;2;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
7986;https://www.chd.lu/fr/dossier/7986;PL;".portant modification de :¯1° la loi modifiée du 4 juillet 2008 sur la jeunesse ;¯2° la loi modifiée du 17 décembre 2021 concernant le budget des recettes et des dépenses de l'Etat pour l'exercice 2022";PUB_JO;;X;30.03.22;;21.04.22;14.06.22;05.07.22;11.05.22;;;07.07.22;11.05.22;07.07.22;12.07.22;12.07.22;;15.07.22;;;27.06.22;;;09.08.22;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);1;ENEJER;1;=;1;G.Baum;;3;2;;1;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7987;https://www.chd.lu/fr/dossier/7987;PL;".portant modification :¯1° du Code pénal ;¯2° du Code de procédure pénale";PUB_JO;;X;31.03.22;;21.04.22;14.06.22;;11.05.22;;06.07.22;06.07.22;11.05.22;06.07.22;13.07.22;13.07.22;;15.07.22;;;11.05.22;;;08.08.22;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;;1;;1;2;C. Justice;C. Justice
7988;https://www.chd.lu/fr/dossier/7988;PL;.instaurant une compensation financière permettant la réduction temporaire du prix de vente de certains produits pétroliers;PUB_JO;;X;08.04.22;;21.04.22;26.04.22;;20.04.22;;28.04.22;28.04.22;19.04.22;28.04.22;28.04.22;28.04.22;;10.05.22;;;;;;13.05.22;1;Y.Backes (Min. Finances);1;CSTRI;2;FI|CSTRI;0;;;2;1;;;2;C. spéciale Tripartite;C. Finances & Budget|C. spéciale Tripartite
7989;https://www.chd.lu/fr/dossier/7989;PL;.portant modification de la loi modifiée du 2 septembre 2011 réglementant l'accès aux professions d'artisan de commerçant d'industriel ainsi qu'à certaines professions libérales;PUB_JO;;X;08.04.22;;21.04.22;14.03.23;11.07.23;20.04.22;;;13.07.23;20.04.22;13.07.23;20.07.23;20.07.23;;21.07.23;;;19.05.23;05.07.23;;28.08.23;1;L.Delles (Min. Classes moyennes);1;CMT;1;=;1;C.Hartmann;;6;3;;3;2;C. Classes moyennes & Tourisme;C. Classes moyennes & Tourisme
7990;https://www.chd.lu/fr/dossier/7990;PL;".portant modification de la loi modifiée du 22 janvier 2021 portant : 1° modification des articles L. 234-51 L. 234-52 et L. 234-53 du Code du travail ; 2° dérogation temporaire aux dispositions des articles L. 234-51 L. 234-52 et L. 234-53 du Code du travail (prolongation du congé pour raisons familiales élargi jusqu\\u2019au 23 juillet 2022)";PUB_JO;;X;11.04.22;;21.04.22;;;26.04.22;;;28.04.22;26.04.22;28.04.22;28.04.22;28.04.22;;10.05.22;;;;;;18.05.22;1;G.Engel (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;1;D.Kersch;;2;;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7991;https://www.chd.lu/fr/dossier/7991;PL;".portant introduction d'une procédure pénale pour mineurs et portant modification :¯1° de la loi modifiée du 7 mars 1980 sur l'organisation judiciaire ;¯2° de la loi modifiée du 17 mars 2004 relative au mandat d'arrêt européen et aux procédures de remise entre Etats membres de l'Union européenne ;¯3° de la loi du 20 juillet 2018 portant réforme de l'administration pénitentiaire";COMM;;X;19.04.22;;21.04.22;01.06.23;;;;;;;;;;;;13.02.23;;;;;;1;S.Tanson (Min. Justice);1;J;1;=;0;;;1;1;1;;;C. Justice;C. Justice
7992;https://www.chd.lu/fr/dossier/7992;PL;.relatif aux droits des mineurs victimes et témoins dans le cadre de la procédure pénale et portant modification : ¯1° du Code pénal¯2° du Code de procédure pénale¯3° de la loi modifiée du 10 août 1991 sur la profession d'avocat;COMM;;X;19.04.22;;21.04.22;04.07.23;;;;;;;;;;;;;;;;;;1;S.Tanson (Min. Justice);1;J;1;=;0;;;1;1;;;;C. Justice;C. Justice
7993;https://www.chd.lu/fr/dossier/7993;PL;.portant modification de la loi communale modifiée du 13 décembre 1988;RETIRE;;X;19.04.22;;29.04.22;15.07.22;;;;;;;;;;;;;;;;;;1;T.Bofferding (Min. Intérieur);2;AI|AIEFH;1;AIEFH;0;;;;1;;;;C. Affaires intérieures|C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
7994;https://www.chd.lu/fr/dossier/7994;PL;".portant aide soutien et protection aux mineurs aux jeunes adultes et aux familles portant modification :¯1. du Code du travail ;¯2. du Code de la sécurité sociale ;¯3. de la loi modifiée du 7 mars 1980 sur l'organisation judiciaire ;¯4. de la loi modifiée du 16 juin 2004 portant réorganisation du centre socio-éducatif de l'État ;¯5. de la loi modifiée du 4 juillet 2008 sur la jeunesse ;¯6. de la loi modifiée du 10 décembre 2009 relative à l'hospitalisation sans leur consentement¯de personnes atteintes de troubles mentaux ;¯7. de la loi du 1er août 2019 concernant l'Institut étatique d'aide à l'enfance et à la jeunesse ;¯et portant abrogation¯1. de la loi modifiée du 10 août 1992 relative à la protection de la jeunesse ;¯2. de la loi modifiée du 16 décembre 2008 relative à l'aide à l'enfance et à la famille";COMM;;X;25.04.22;;29.04.22;01.06.23;;;;;;;;;;;;20.02.23;;;;;;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);2;ENEJ|ENEJER;1;ENEJER;0;;;3;1;1;;;C. Éducation nationale Enfance & Jeunesse|C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7995;https://www.chd.lu/fr/dossier/7995;PL;.relative à la qualité des eaux destinées à la consommation humaine et modifiant la loi modifiée du 19 décembre 2008 relative à l'eau;PUB_JO;OUI;X;26.04.22;;29.04.22;22.07.22;29.11.22;28.09.22;;16.12.22;19.12.22;28.09.22;16.12.22;21.12.22;21.12.22;;23.12.22;;;04.10.22;;;28.12.22;0;;1;ECEAT;1;=;1;J.Thill;;1;2;;1;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7996;https://www.chd.lu/fr/dossier/7996;PL;.portant modification de la loi du 3 décembre 2014 ayant pour objet l'organisation des centres de recherche publics;PUB_JO;;X;27.04.22;;29.04.22;23.12.22;14.03.23;21.10.22;;29.03.23;29.03.23;21.10.22;29.03.23;27.04.23;27.04.23;;16.05.23;;;02.02.23;;;28.06.23;1;C.Meisch (Min. Enseignement supérieur & Recherche);1;ENEJER;1;=;1;A.Bauler;;4;2;;1;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7998;https://www.chd.lu/fr/dossier/7998;PL;.instaurant un régime d'aides dans le contexte du système d'échange de quotas d'émission de gaz à effet de serre pour la période 2021-2030;PUB_JO;;X;28.04.22;;29.04.22;21.06.22;;10.05.22;;;01.07.22;10.05.22;01.07.22;07.07.22;07.07.22;;15.07.22;;;;;;15.07.22;1;F.Fayot (Min. Économie);2;CSTRI|ECOPC;1;ECOPC;1;G.Arendt;;2;1;;;2;C. spéciale Tripartite|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
7999;https://www.chd.lu/fr/dossier/7999;PL;.visant à mettre en place un régime d'aides sous forme de garanties en faveur de l'économie luxembourgeoise à la suite de l'agression de la Russie contre l'Ukraine;PUB_JO;;X;28.04.22;;29.04.22;30.06.22;;10.05.22;;;08.07.22;10.05.22;08.07.22;12.07.22;12.07.22;;15.07.22;;;;;;15.07.22;1;F.Fayot (Min. Économie);2;CSTRI|ECOPC;1;ECOPC;1;A.Bauler;;3;1;;;2;C. spéciale Tripartite|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
8000;https://www.chd.lu/fr/dossier/8000;PL;".portant transposition de certaines mesures prévues par l'« Accord entre le Gouvernement et l'Union des Entreprises luxembourgeoises et les organisations syndicales LCGB et CGFP » du 31 mars 2022 et modifiant :¯1° l'article 3 paragraphe 7 de la loi modifiée du 25 mars 2015 fixant le régime des traitements et les conditions et modalités d'avancement des fonctionnaires de l'Etat ;¯2° le titre I de la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu ;¯3° le Code de la sécurité sociale ;¯4° la loi modifiée du 12 septembre 2003 relative aux personnes handicapées ;¯5° la loi modifiée du 23 juillet 2016 portant modification 1. du Code de la sécurité sociale ; 2. de la loi modifiée du 4 décembre 1967 concernant l'impôt sur le revenu et abrogeant la loi modifiée du 21 décembre 2007 concernant le boni pour enfant ;¯6° la loi modifiée du 28 juillet 2018 relative au revenu d'inclusion sociale ; et¯7° la loi modifiée du 24 juillet 2014 concernant l'aide financière de l'État pour études supérieures";TRANSFO;;X;29.04.22;;13.05.22;20.05.22;;10.05.22;;;;05.05.22;24.05.22;;;;;;;24.05.22;;;;1;Y.Backes (Min. Finances);1;CSTRI;1;=;1;G.Baum;;2;1;;1;2;C. spéciale Tripartite;C. spéciale Tripartite
