Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
7925;https://www.chd.lu/fr/dossier/7925;PL;.relative au régime d'aides en faveur des entreprises investissant dans des infrastructures de charge pour véhicules électriques;PUB_JO;;X;06.12.21;;09.12.21;10.05.22;28.06.22;02.06.22;;01.07.22;01.07.22;02.06.22;01.07.22;05.07.22;05.07.22;;15.07.22;;;02.06.22;;;26.07.22;1;C.Turmes (Min. Energie);1;ECEAT;1;=;1;J.Thill;;3;2;;1;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7927;https://www.chd.lu/fr/dossier/7927;PL;.autorisant l'Etat à participer au financement du développement de logements du projet « Neischmelz »;PUB_JO;;X;07.12.21;;09.12.21;22.02.22;;10.03.22;;10.03.22;10.03.22;10.03.22;10.03.22;17.03.22;17.03.22;;22.03.22;;;;;;12.04.22;1;H.Kox (Min. Logement);1;LOG;1;=;1;S.Ahmedova;;2;1;;;1;C. Logement;C. Logement
7926;https://www.chd.lu/fr/dossier/7926;PL;.autorisant l'Etat à participer au financement de l'assainissement et de la revalorisation du site du projet « Neischmelz »;PUB_JO;;X;07.12.21;;09.12.21;22.02.22;;10.03.22;;10.03.22;10.03.22;10.03.22;10.03.22;17.03.22;17.03.22;;22.03.22;;;;;;12.04.22;1;H.Kox (Min. Logement);1;LOG;1;=;1;S.Ahmedova;;2;1;;;1;C. Logement;C. Logement
7928;https://www.chd.lu/fr/dossier/7928;PL;.modifiant la loi modifiée du 20 juin 2020 portant introduction de certaines mesures temporaires relatives à l'application de la loi modifiée du 29 août 2008 sur la libre circulation des personnes et l'immigration;PUB_JO;;X;07.12.21;;09.12.21;08.12.21;;;;;13.12.21;13.12.21;13.12.21;16.12.21;16.12.21;;17.12.21;;;;;;22.12.21;1;J.Asselborn (Gouvernement);1;AEECA;1;=;0;;;;1;;;1;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7929;https://www.chd.lu/fr/dossier/7929;PL;".du *** portant modification¯1° de la loi modifiée du 29 juin 2005 fixant les cadres du personnel des établissements d'enseignement secondaire ;¯2° de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées ;¯3° de la loi modifiée du 29 octobre 2020 portant 1° dérogation à l'article 27 de la loi modifiée du 6 février 2009 concernant le personnel de l'enseignement fondamental ; 2° modification de la loi modifiée du 29 juin 2005 fixant les cadres du personnel des établissements d'enseignement secondaire ; 3° modification de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées.";PUB_JO;;X;09.12.21;;;;;10.12.21;;;13.12.21;10.12.21;13.12.21;14.12.21;14.12.21;;17.12.21;;;;;;20.12.21;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);0;;1;ENEJER;1;G.Baum;;;;;;2;;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7930;https://www.chd.lu/fr/dossier/7930;PL;.visant à mettre en place un régime d'aides destinées à promouvoir la réalisation de projets importants d'intérêt européen commun;PUB_JO;;X;13.12.21;;13.01.22;30.06.22;16.05.23;02.03.23;;15.06.23;16.06.23;02.03.23;15.06.23;28.06.23;28.06.23;;04.07.23;;;30.03.23;;;11.07.23;1;F.Fayot (Min. Économie);1;ECOPC;1;=;1;F.Closener;;2;2;;1;2;C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
7931;https://www.chd.lu/fr/dossier/7931;PL;.portant dérogation temporaire à l'article L. 523-1 du Code du travail (OTI pendant la pandémie);PUB_JO;;X;14.12.21;;13.01.22;14.12.21;;03.03.22;;10.03.22;10.03.22;03.03.22;10.03.22;16.03.22;16.03.22;;22.03.22;;;;;;12.04.22;1;D.Kersch (Min. Travail Emploi & Economie sociale & solidaire);1;TESS;1;=;1;D.Kersch;;2;1;;;2;C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7932;https://www.chd.lu/fr/dossier/7932;PL;".sur l'exercice des professions libérales des secteurs de la construction et de l'aménagement du territoire et portant modification : ¯1. de la loi modifiée du 25 février 1979 concernant l'aide au logement ;¯2. de la loi modifiée du 5 août 1993 concernant l'utilisation rationnelle de l'énergie ;¯3. de la loi modifiée du 25 juillet 2002 portant création et réglementation des professions de géomètre et de géomètre officiel ;¯4. de la loi modifiée du 19 juillet 2004 concernant l'aménagement communal et le développement urbain ;¯5. de la loi du modifiée du 28 octobre 2016 relative à la reconnaissance des qualifications professionnelles ;¯et portant abrogation de la loi du 13 décembre 1989 portant organisation des professions d'architecte et d'ingénieur-conseil";COMM;;X;17.12.21;;13.01.22;22.12.23;;19.04.24;;;;01.02.22;28.03.24;;;;;;;14.06.24;;;;1;L.Delles (Min. Classes moyennes);2;EPEET|CMT;1;CMT;1;C.Hartmann;;4;1;;1;2;C. Économie PME Énergie Espace & Tourisme|C. Classes moyennes & Tourisme;C. Classes moyennes & Tourisme
7933;https://www.chd.lu/fr/dossier/7933;PL;".portant :¯1° modification de :¯a) la loi modifiée du 15 mars 2016 relative aux produits dérivés de gré à gré aux contreparties centrales et aux référentiels centraux et modifiant différentes lois relatives aux services financiers ;¯b) la loi modifiée du 23 décembre 1998 portant création d'une commission de surveillance du secteur financier ;¯c) la loi modifiée du 5 août 2005 sur les contrats de garantie financière ;¯d) la loi modifiée du 19 mai 2006 portant transposition de la directive 2004/25/CE du Parlement européen et du Conseil du 21 avril 2004 concernant les offres publiques d'acquisition ;¯e) la loi modifiée du 24 mai 2011 concernant l'exercice de certains droits des actionnaires aux assemblées générales des sociétés cotées ;¯f) la loi modifiée du 18 décembre 2015 relative à la défaillance des établissements de crédit et de certaines entreprises d'investissement ; et du¯g)  règlement grand-ducal modifié du 18 décembre 1981 concernant les dépôts fongibles de métaux précieux et modifiant l'article 1er du règlement grand-ducal du 17 février 1971 concernant la circulation de valeurs mobilières ; et¯2° mise en oeuvre du règlement (UE) 2021/23 du Parlement européen et du Conseil du 16 décembre 2020 relatif à un cadre pour le redressement et la résolution des contreparties centrales et modifiant les règlements (UE) n° 1095/2010 (UE) n° 648/2012 (UE) n° 600/2014 (UE) n° 806/2014 et (UE) 2015/2365 ainsi que les directives 2002/47/CE 2004/25/CE 2007/36/CE 2014/59/UE et (UE) 2017/1132";PUB_JO;;X;20.12.21;;13.01.22;31.05.22;28.06.22;08.02.22;;01.07.22;01.07.22;28.01.22;01.07.22;07.07.22;07.07.22;;15.07.22;;;20.06.22;;;20.07.22;1;P.Gramegna (Min. Finances);1;FI;1;=;1;A.Bauler;;1;2;;1;2;C. Finances & Budget;C. Finances & Budget
7934;https://www.chd.lu/fr/dossier/7934;PL;.déterminant le régime des sanctions applicables en cas de violation des dispositions du règlement (UE) 2021/782 du Parlement européen et du Conseil du 29 avril 2021 sur les droits et obligations des voyageurs ferroviaires;PUB_JO;;X;20.12.21;;13.01.22;22.07.22;13.12.22;20.10.22;;;17.03.23;20.10.22;16.03.23;22.03.23;22.03.23;;24.03.23;;;24.10.22;;;26.05.23;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;J.Thill;;3;2;;1;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
7323B;https://www.chd.lu/fr/dossier/7323B;PL;".sur le statut des magistrats et portant modification : ¯1. du Code pénal ;¯2. du Code de procédure pénale ;¯3. de la loi modifiée du 18 février 1885 sur les pourvois et la procédure de cassation ; ¯4. de la loi modifiée du 7 mars 1980 sur l'organisation judiciaire ;¯5. de la loi modifiée du 7 novembre 1996 portant organisation des juridictions de l'ordre administratif ;¯6. de la loi modifiée du 27 juillet 1997 portant organisation de la Cour Constitutionnelle ;¯7. de la loi modifiée du 7 juin 2012 sur les attachés de justice ;¯8. de la loi modifiée du 27 août 1977 concernant le statut des fonctionnaires entrés au service d'Institutions internationales ;¯9. de la loi modifiée du 25 mars 2015 fixant le régime des traitements et les conditions et modalités d'avancement des fonctionnaires de l'État ;¯10. de la loi modifiée du 16 avril 1979 fixant le statut général des fonctionnaires de l'État";PUB_JO;;X;18.10.21;;18.10.21;31.05.22;13.12.22;18.10.21;;15.12.22;15.12.22;09.03.22;15.12.22;21.12.22;21.12.22;;23.12.22;;;21.12.21;01.12.22;;25.01.23;0;;1;J;;;1;C.Margue;;1;3;;4;2;C. Justice;
7935;https://www.chd.lu/fr/dossier/7935;PL;".portant modification de :¯1° la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une contribution temporaire de l'État aux coûts non couverts de certaines entreprises ;¯2° la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une nouvelle aide de relance";PUB_JO;;X;21.12.21;;13.01.22;25.01.22;;01.02.22;;08.02.22;08.02.22;01.02.22;08.02.22;10.02.22;10.02.22;;14.02.22;30.12.21;13.01.22;;;;11.02.22;1;L.Delles (Min. Classes moyennes);1;CMT;1;=;1;S.Beissel;;5;1;2;;2;C. Classes moyennes & Tourisme;C. Classes moyennes & Tourisme
7936;https://www.chd.lu/fr/dossier/7936;PL;".portant modification :¯1° de la loi modifiée du 17 juillet 2020 sur les mesures de lutte contre la pandémie Covid-19 ;¯2° de la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une contribution temporaire de l'État aux coûts non couverts de certaines entreprises ;¯3° de la loi modifiée du 19 décembre 2020 ayant pour objet la mise en place d'une nouvelle aide de relance";PUB_JO;;X;22.12.21;;;23.12.21;;22.12.21;;;24.12.21;22.12.21;24.12.21;24.12.21;24.12.21;;24.12.21;;;;;;24.12.21;1;P.Lenert (Min. Santé);0;;1;SASP;1;M.Di Bartolomeo;;3;1;;;2;;C. Santé & Sports
7937;https://www.chd.lu/fr/dossier/7937;PL;".relative au logement abordable et modifiant :¯1° la loi modifiée du 25 février 1979 concernant l'aide au logement ;¯2° la loi modifiée du 19 juillet 2004 concernant l'aménagement communal¯et le développement urbain ;¯3° la loi modifiée du 25 mars 2020 portant création du Fonds¯spécial de soutien au développement du logement ;¯4° la loi du 30 juillet 2021 relative au Pacte logement 2.0";PUB_JO;;X;24.12.21;;13.01.22;26.05.23;11.07.23;06.01.22;;17.07.23;18.07.23;06.01.22;17.07.23;21.07.23;21.07.23;;31.07.23;06.04.23;;03.07.23;05.07.23;;27.09.23;1;H.Kox (Min. Logement);1;LOG;1;=;1;S.Ahmedova;;6;2;1;2;2;C. Logement;C. Logement
7938;https://www.chd.lu/fr/dossier/7938;PL;.relative aux aides individuelles au logement;PUB_JO;;X;24.12.21;;13.01.22;20.06.23;11.07.23;06.01.22;;17.07.23;18.07.23;06.01.22;17.07.23;21.07.23;21.07.23;;31.07.23;20.05.22;22.06.23;06.07.23;;;28.08.23;1;H.Kox (Min. Logement);1;LOG;1;=;1;S.Ahmedova;;4;3;3;1;2;C. Logement;C. Logement
7939;https://www.chd.lu/fr/dossier/7939;PL;.modifiant la loi du 23 décembre 2014 relative à la réalisation du Pôle d'échange multimodal de la Gare d'Ettelbruck et à la modification de la loi modifiée du 10 mai 1995 relative à la gestion de l'infrastructure ferroviaire;PUB_JO;;X;27.12.21;;13.01.22;26.04.22;;12.05.22;;19.05.22;19.05.22;12.05.22;19.05.22;09.06.22;09.06.22;;14.06.22;;;;;;29.07.22;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;J.Thill;;;1;;;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
7940;https://www.chd.lu/fr/dossier/7940;PL;.portant approbation du Protocole additionnel ouvert à la signature à Riga le 22 octobre 2015¯à la Convention du Conseil de l'Europe pour la prévention du terrorisme ouverte à la signature à Varsovie le 16 mai 2005;PUB_JO;;X;05.01.22;;13.01.22;08.03.22;;16.11.22;;07.12.22;07.12.22;16.11.22;07.12.22;21.12.22;21.12.22;;23.12.22;;;;;;23.12.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;J;1;=;1;C.Margue;;;1;;;2;C. Justice;C. Justice
7941;https://www.chd.lu/fr/dossier/7941;PL;.portant approbation du Traité sur la reconnaissance automatique des qualifications de l'enseignement supérieur fait à Bruxelles le 14 septembre 2021;PUB_JO;;X;05.01.22;;13.01.22;28.06.22;;20.09.22;;05.10.22;05.10.22;20.09.22;05.10.22;13.10.22;13.10.22;;25.10.22;;;;;;15.12.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;ENEJER;1;=;1;A.Bauler;;1;1;;;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7942;https://www.chd.lu/fr/dossier/7942;PL;.portant approbation de l'amendement à l'article 8 visant à insérer un nouvel article 8-2-e)-xix) relatif au fait d'affamer délibérément des civils comme méthode de guerre en les privant de biens indispensables à leur survie y compris en empêchant intentionnellement l'envoi des secours adopté le 6 décembre 2019 par l'Assemblée des États Parties au Statut de Rome de la Cour pénale internationale lors de sa 9ème séance plénière;PUB_JO;;X;05.01.22;;13.01.22;08.03.22;;02.05.22;;13.05.22;13.05.22;02.05.22;13.05.22;17.05.22;17.05.22;;31.05.22;;;;;;30.06.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;Y.Cruchten;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7943;https://www.chd.lu/fr/dossier/7943;PL;.portant modification de la loi modifiée du 17 juillet 2020 sur les mesures de lutte contre la pandémie Covid-19;PUB_JO;;X;05.01.22;;10.01.22;10.01.22;;06.01.22;;;11.01.22;06.01.22;11.01.22;11.01.22;11.01.22;;12.01.22;06.01.22;;;;;11.01.22;1;P.Lenert (Min. Santé);1;SASP;1;=;1;M.Di Bartolomeo;;3;1;1;;2;C. Santé & Sports;C. Santé & Sports
7944;https://www.chd.lu/fr/dossier/7944;PL;.portant approbation de la « Convention between the Grand Duchy of Luxembourg and the Federal Democratic Republic of Ethiopia for the elimination of double taxation with respect to taxes on income and on capital and the prevention of tax evasion and avoidance faite à Luxembourg le 29 juin 2021 »;PUB_JO;;X;06.01.22;;13.01.22;22.02.22;;14.03.22;;18.03.22;18.03.22;11.03.22;18.03.22;31.03.22;31.03.22;;01.04.22;;;;;;27.06.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;FI;1;=;1;G.Arendt;;1;1;;;2;C. Finances & Budget;C. Finances & Budget
7945;https://www.chd.lu/fr/dossier/7945;PL;.portant transposition de la directive (UE) 2019/1937 du Parlement européen et du Conseil du 23 octobre 2019 sur la protection des personnes qui signalent des violations du droit de l'Union;PUB_JO;;X;10.01.22;;13.01.22;23.12.22;07.04.23;12.01.22;;26.04.23;26.04.23;12.01.22;26.04.23;02.05.23;02.05.23;;16.05.23;29.03.23;;;;;17.05.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;4;2;1;;2;C. Justice;C. Justice
7946;https://www.chd.lu/fr/dossier/7946;PRGD;.modifiant le règlement grand-ducal du 9 juin 2021 concernant la performance énergétique des bâtiments;PUB_JO;;X;11.01.22;;13.01.22;22.02.22;;;;;;10.06.22;22.06.22;;;;;;;;;22.06.22;05.07.22;1;C.Turmes (Min. Energie);1;ECEAT;1;=;0;;1;2;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7947;https://www.chd.lu/fr/dossier/7947;PL;.concernant le développement de zones d'activités économiques et réglant les modalités d'admission et de mise à disposition de terrains dans ces zones et abrogeant la loi modifiée du 27 juillet 1993 ayant pour objet 1. le développement et la diversification économiques 2. l'amélioration de la structure générale de l'économie;COMM;;X;11.01.22;;13.01.22;27.02.24;;;;;;;;;;;;;;;;;;1;F.Fayot (Min. Économie);2;EPEET|ECOPC;1;ECOPC;0;;;2;1;;;;C. Économie PME Énergie Espace & Tourisme|C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
7948;https://www.chd.lu/fr/dossier/7948;PL;".portant institution d'un congé culturel et modification :¯1° du Code du travail ;¯2° de la loi modifiée du 16 avril 1979 fixant le statut général des fonctionnaires de l'État ;¯3° de la loi modifiée du 24 décembre 1985 fixant le statut général des fonctionnaires communaux";PUB_JO;;X;13.01.22;;03.02.22;28.06.22;11.10.22;27.01.22;;01.12.22;01.12.22;27.01.22;01.12.22;06.12.22;06.12.22;;13.12.22;;;19.09.22;;;12.01.23;1;S.Tanson (Min. Culture);1;CULT;1;=;1;J.Lorsché;;3;2;;1;2;C. Culture;C. Culture
7949;https://www.chd.lu/fr/dossier/7949;PL;".portant modification :¯1° du Code pénal ;¯2° du Code de procédure pénale ;¯en vue de renforcer les moyens de lutte contre les abus sexuels et l'exploitation sexuelle des mineurs";PUB_JO;;X;17.01.22;;03.02.22;04.07.23;14.07.23;19.01.22;;;17.07.23;19.01.22;17.07.23;19.07.23;19.07.23;;21.07.23;;;11.07.23;;;22.08.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;;2;;1;2;C. Justice;C. Justice
7950;https://www.chd.lu/fr/dossier/7950;PL;.relatif au financement de l'action SuperDrecksKëscht;PUB_JO;;X;18.01.22;;03.02.22;10.05.22;;02.06.22;;10.06.22;10.06.22;01.06.22;10.06.22;16.06.22;16.06.22;;28.06.22;;;;;;20.07.22;1;C.Dieschbourg (Min. Environnement Climat & Développement durable);1;ECEAT;1;=;1;F.Benoy;;1;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7951;https://www.chd.lu/fr/dossier/7951;PPL;.fixant un plafond pour les commissions pouvant être facturées par les agents immobiliers;COMM;;X;18.01.22;;19.01.22;12.07.24;;;;;;;;;;;;;;;;;;2;M.Goergen|S.Clement;2;LAT|LOG;1;LOG;0;;;2;1;;;;C. Logement & Aménagement territoire|C. Logement;C. Logement
7952;https://www.chd.lu/fr/dossier/7952;PL;.portant changement de limites entre la Commune de Berdorf et la Commune de Consdorf;PUB_JO;;X;18.01.22;;03.02.22;26.04.22;;09.06.22;;16.06.22;16.06.22;09.06.22;16.06.22;06.07.22;06.07.22;;15.07.22;;;;;;08.08.22;1;T.Bofferding (Min. Intérieur);1;AIEFH;1;=;1;C.Weber;;;1;;;2;C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
7953;https://www.chd.lu/fr/dossier/7953;PL;.portant approbation de l'Accord portant extinction des traités bilatéraux d'investissement entre États membres de l'Union européenne signé à Bruxelles le 5 mai 2020;PUB_JO;;X;19.01.22;;03.02.22;03.02.22;;02.05.22;;13.05.22;13.05.22;02.05.22;13.05.22;17.05.22;17.05.22;;31.05.22;;;;;;04.07.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;Y.Cruchten;;1;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7954;https://www.chd.lu/fr/dossier/7954;PL;.portant modification de la loi modifiée du 29 août 2008 sur la libre circulation des personnes et l'immigration;PUB_JO;;X;19.01.22;;03.02.22;28.06.22;23.12.22;24.01.23;;24.01.23;24.01.23;24.10.22;24.01.23;08.03.23;08.03.23;;14.03.23;;;27.10.22;;;08.05.23;1;J.Asselborn (Gouvernement);1;AEECA;1;=;1;Y.Cruchten;;2;2;;1;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7955;https://www.chd.lu/fr/dossier/7955;PL;".modifiant : ¯1° la loi modifiée du 29 novembre 1988 portant organisation de la structure administrative de l'éducation physique et des sports ;¯2° la loi modifiée du 3 août 2005 concernant le sport ;¯3° la loi modifiée du 31 juillet 2006 portant introduction d'un Code du travail";PUB_JO;;X;19.01.22;;03.02.22;28.06.22;13.06.23;06.06.23;;30.06.23;30.06.23;06.06.23;30.06.23;04.07.23;04.07.23;;14.07.23;06.04.23;;08.06.23;;;31.07.23;1;G.Engel (Min. Sports);1;SASP;1;=;1;C.Hemmen;;6;3;1;1;2;C. Santé & Sports;C. Santé & Sports
7956;https://www.chd.lu/fr/dossier/7956;PL;.autorisant le Gouvernement à acquérir un vélodrome et à participer au financement des travaux nécessaires à la construction des équipements et aménagements nécessaires à son exploitation;PUB_JO;;X;19.01.22;;03.02.22;31.05.22;27.06.23;16.05.23;;04.07.23;04.07.23;16.05.23;04.07.23;06.07.23;06.07.23;;14.07.23;09.02.23;;19.05.23;;;31.07.23;1;G.Engel (Min. Sports);1;SASP;1;=;1;M.Di Bartolomeo;;2;3;1;1;2;C. Santé & Sports;C. Santé & Sports
7957;https://www.chd.lu/fr/dossier/7957;PL;.portant approbation de l'Accord entre le Grand-Duché de Luxembourg et la Principauté de Monaco concernant l'hébergement de données et de systèmes d'information fait à Luxembourg le 15 juillet 2021;PUB_JO;;X;25.01.22;;03.02.22;05.07.22;;;;10.10.22;13.10.22;19.09.22;10.10.22;09.11.22;09.11.22;;15.11.22;;;;;;08.12.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;0;;;1;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7958;https://www.chd.lu/fr/dossier/7958;PL;.relative à l'accès et à la formation des professions d'avocat à la Cour de notaire et d'huissier de justice et modifiant :¯1) la loi modifiée du 4 décembre 1990 portant organisation du service des huissiers de justice et¯2) la loi modifiée du 10 août 1991 sur la profession d'avocat;COMM;;X;27.01.22;;03.02.22;06.06.23;;;;;;;;;;;;;;;;;;1;S.Tanson (Min. Justice);1;J;1;=;0;;;;1;;;;C. Justice;C. Justice
7959;https://www.chd.lu/fr/dossier/7959;PL;.portant organisation de l'assistance judiciaire et portant abrogation de l'article 37-1 de la loi modifiée du 10 août 1991 sur la profession d'avocat;PUB_JO;;X;27.01.22;;03.02.22;01.06.23;14.07.23;21.06.23;;;17.07.23;21.06.23;17.07.23;19.07.23;19.07.23;;21.07.23;11.07.23;;22.06.23;;;23.08.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;;3;1;1;2;C. Justice;C. Justice
7960;https://www.chd.lu/fr/dossier/7960;PL;.portant règlement des conflits d'attribution et portant modification de la loi modifiée du 27 juillet 1997 portant organisation de la Cour Constitutionnelle;PUB_JO;;X;27.01.22;;03.02.22;28.06.22;29.11.22;09.02.22;;07.12.22;07.12.22;09.02.22;07.12.22;21.12.22;21.12.22;;23.12.22;;;18.03.22;06.10.22;;26.01.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;;2;;2;2;C. Justice;C. Justice
7961;https://www.chd.lu/fr/dossier/7961;PL;".modifiant :¯1° la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétés ainsi que la comptabilité et les comptes annuels des entreprises ;¯2° la loi modifiée du 13 janvier 2019 instituant un Registre des bénéficiaires effectifs";PUB_JO;;X;27.01.22;;03.02.22;07.02.23;10.12.24;02.02.22;28.03.24;;12.12.24;02.02.22;12.12.24;19.12.24;19.12.24;;20.12.24;;;30.06.23;11.07.24;;27.01.25;1;S.Tanson (Min. Justice);1;J;1;=;1;L.Mosar;;5;5;;3;2;C. Justice;C. Justice
7962;https://www.chd.lu/fr/dossier/7962;DO;Quel avenir pour l'Europe? Résultats de la campagne de consultation des résidents du Luxembourg par la Chambre des Députés dans le cadre de la Conférence sur l'avenir de l'Europe;.;;X;31.01.22;;03.02.22;;;;;;;;;;;;;;;;;;;1;ADECAE;1;ADECAE;;;0;;;;;;;;Sous-C. « Avenir Europe » C. Affaires étrangères & européennes Coopération Immigration & Asile;
7963;https://www.chd.lu/fr/dossier/7963;PL;".relative à l'intégration d'oeuvres artistiques dans les édifices publics et portant modification de : 1° la loi modifiée du 19 décembre 2014 relative 1) aux mesures sociales au bénéfice des artistes professionnels indépendants et des intermittents du spectacle 2) à la promotion de la création artistique ; 2° la loi modifiée du 8 avril 2018 sur les marchés publics";PUB_JO;;X;02.02.22;;03.02.22;28.06.22;13.12.22;19.01.23;;19.01.22;23.01.23;05.05.22;19.01.23;08.02.23;08.02.23;;28.02.23;;;31.10.22;;;23.03.23;1;S.Tanson (Min. Culture);1;CULT;1;=;1;D.Bernard;;1;2;;2;2;C. Culture;C. Culture
7964;https://www.chd.lu/fr/dossier/7964;PL;.portant modification de la loi modifiée du 17 juillet 2020 sur les mesures de lutte contre la pandémie Covid-19;PUB_JO;;X;07.02.22;;09.02.22;09.02.22;;07.02.22;;;11.02.22;07.02.22;11.02.22;11.02.22;11.02.22;;14.02.22;08.02.22;;;;;11.02.22;1;P.Lenert (Min. Santé);1;SASP;1;=;1;M.Di Bartolomeo;;2;1;1;;2;C. Santé & Sports;C. Santé & Sports
7965;https://www.chd.lu/fr/dossier/7965;PL;.portant approbation de l'Avenant fait à Luxembourg le 31 août 2021 à la Convention entre le Grand-Duché de Luxembourg et le Royaume de Belgique en vue d'éviter les doubles impositions et de régler certaines autres questions en matière d'impôts sur le revenu et sur la fortune et le Protocole y relatif signés à Luxembourg le 17 septembre 1970 tels que modifiés par les Avenants du 11 décembre 2002 du 16 juillet 2009 et du 5 décembre 2017;PUB_JO;;X;09.02.22;;17.02.22;26.04.22;;14.03.22;;03.05.22;03.05.22;11.03.22;03.05.22;17.05.22;17.05.22;;31.05.22;;;;;;05.07.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;FI;1;=;1;G.Arendt;;1;1;;;2;C. Finances & Budget;C. Finances & Budget
7966;https://www.chd.lu/fr/dossier/7966;PPL;.abrogeant l'article 84 du code de la sécurité sociale;COMM;;X;10.02.22;;10.02.22;31.05.22;;;;;;28.02.24;28.02.24;;;;;;;;;;;1;S.Clement;2;SASS|TESS;1;TESS;0;;1;2;1;;;1;C. Santé & Sécurité sociale|C. Travail Emploi & Sécurité sociale;C. Travail Emploi & Sécurité sociale
7967;https://www.chd.lu/fr/dossier/7967;PL;".portant¯1° Création d'un comité de suivi de mesures restrictives en matière financière ; et¯2° Modification de la loi du 19 décembre 2020 relative à la mise en oeuvre de mesures restrictives en matière financière";PUB_JO;;X;14.02.22;;17.02.22;28.06.22;;14.03.22;;01.07.22;01.07.22;11.03.22;01.07.22;07.07.22;07.07.22;;15.07.22;11.05.22;;15.03.22;;;20.07.22;1;Y.Backes (Min. Finances);1;FI;1;=;1;A.Bauler;;3;1;1;1;2;C. Finances & Budget;C. Finances & Budget
7968;https://www.chd.lu/fr/dossier/7968;PL;".portant modification :¯1° du Code civil ;¯2° de la loi modifiée du 9 décembre 1976 relative à l'organisation du notariat ;¯3° de la loi modifiée du 10 août 1915 concernant les sociétés commerciales ;¯4° de la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétés ainsi que la comptabilité et les comptes annuels des entreprises¯en vue de la transposition de la directive (UE) 2019/1151 du Parlement européen et du Conseil du 20 juin 2019 modifiant la directive (UE) 2017/1132 en ce qui concerne l'utilisation d'outils et de processus numériques en droit des sociétés";PUB_JO;OUI;X;15.02.22;;03.03.22;07.02.23;07.04.23;22.03.22;;07.06.23;07.06.23;16.03.22;07.06.23;15.06.23;15.06.23;;20.06.23;;;20.03.23;;;18.07.23;1;S.Tanson (Min. Justice);1;J;1;=;1;C.Margue;;4;2;;1;2;C. Justice;C. Justice
